0.054,0.049,0.035,0.035,0.038,0.035
0.055,0.05,0.036,0.035,0.038,0.035
0.054,0.05,0.035,0.035,0.038,0.035
0.053,0.049,0.035,0.035,0.038,0.035
0.055,0.049,0.035,0.035,0.038,0.034
0.054,0.049,0.035,0.035,0.038,0.034
0.053,0.049,0.035,0.035,0.037,0.035
0.053,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.034
0.054,0.049,0.035,0.035,0.037,0.035
0.053,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.034
0.053,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.053,0.049,0.035,0.035,0.037,0.034
0.053,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.037,0.034
0.053,0.049,0.035,0.035,0.038,0.034
0.055,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.055,0.049,0.035,0.035,0.038,0.035
0.055,0.049,0.035,0.035,0.038,0.034
0.054,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.055,0.049,0.035,0.035,0.037,0.034
0.055,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.038,0.034
0.054,0.049,0.035,0.035,0.037,0.035
0.055,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.055,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.037,0.035
0.055,0.049,0.035,0.035,0.037,0.035
0.055,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.055,0.049,0.035,0.035,0.037,0.034
0.054,0.049,0.035,0.035,0.037,0.035
0.055,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.054,0.049,0.035,0.035,0.037,0.035
0.055,0.049,0.035,0.035,0.037,0.035
0.054,0.049,0.035,0.035,0.038,0.035
0.055,0.048,0.035,0.035,0.038,0.035
0.055,0.048,0.035,0.035,0.038,0.034
0.054,0.048,0.035,0.035,0.038,0.034
0.055,0.047,0.035,0.035,0.038,0.034
0.054,0.046,0.035,0.035,0.038,0.035
0.055,0.046,0.035,0.035,0.038,0.034
0.054,0.046,0.035,0.035,0.038,0.034
0.054,0.046,0.035,0.035,0.038,0.034
0.054,0.045,0.035,0.035,0.038,0.035
0.054,0.045,0.035,0.035,0.038,0.034
0.054,0.045,0.035,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.054,0.045,0.035,0.035,0.038,0.035
0.056,0.044,0.035,0.035,0.038,0.036
0.055,0.045,0.036,0.035,0.038,0.034
0.055,0.045,0.036,0.035,0.037,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.035,0.035,0.038,0.034
0.054,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.054,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.054,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.036
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.035,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.054,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.036
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.036
0.055,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.039,0.035
0.055,0.044,0.036,0.035,0.038,0.036
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.039,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.039,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.055,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.035
0.056,0.044,0.036,0.035,0.038,0.034
0.056,0.044,0.036,0.035,0.038,0.036
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.036
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.036
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.036
0.056,0.046,0.036,0.035,0.038,0.036
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.036
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.036
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.057,0.046,0.036,0.035,0.038,0.036
0.056,0.045,0.036,0.035,0.038,0.036
0.056,0.045,0.036,0.035,0.038,0.035
0.056,0.046,0.036,0.035,0.038,0.035
0.057,0.046,0.036,0.035,0.038,0.035
0.057,0.046,0.036,0.036,0.038,0.036
0.057,0.046,0.036,0.035,0.038,0.036
0.056,0.046,0.036,0.036,0.038,0.036
0.057,0.046,0.036,0.036,0.038,0.035
0.057,0.045,0.037,0.035,0.038,0.036
0.056,0.045,0.036,0.035,0.038,0.036
0.056,0.045,0.037,0.035,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.035
0.056,0.045,0.037,0.036,0.038,0.036
0.056,0.046,0.037,0.036,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.035
0.057,0.045,0.036,0.035,0.038,0.035
0.057,0.046,0.037,0.035,0.038,0.036
0.057,0.046,0.036,0.035,0.038,0.035
0.057,0.046,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.035,0.038,0.035
0.057,0.046,0.037,0.035,0.038,0.035
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.046,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.035,0.038,0.035
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.036
0.057,0.045,0.037,0.035,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.036
0.058,0.045,0.037,0.035,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.036
0.057,0.046,0.037,0.036,0.038,0.036
0.057,0.046,0.037,0.036,0.038,0.035
0.057,0.046,0.037,0.036,0.038,0.035
0.058,0.045,0.037,0.036,0.038,0.036
0.057,0.045,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.036
0.057,0.046,0.037,0.036,0.038,0.035
0.057,0.045,0.037,0.036,0.038,0.036
